id,name,is_closed,image_url,url,mobile_url,phone,display_phone,address,display_address,latitude,longitude,review_count,categories,rating,rating_image_url,rating_image_url_small,rating_image_url_large,snippet_image_url
la-maison-du-brandy-manhattan-san-francisco,La Maison du Brandy Manhattan,FALSE,,http://www.yelp.com/biz/la-maison-du-brandy-manhattan-san-francisco,http://m.yelp.com/biz/la-maison-du-brandy-manhattan-san-francisco,,one,Russian Hill,Russian Hill,37.79806137,-122.4151077,1,French,5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/22affc4e6c38/ico/stars/v1/stars_large_5.png,http://s3-media4.fl.yelpcdn.com/photo/FMGKGXR6Ua00H5yR3bqqEQ/ms.jpg
sutter-pub-san-francisco,Sutter Pub,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/9vpAFDJjkSPkjmSLOiKDYQ/ms.jpg,http://www.yelp.com/biz/sutter-pub-san-francisco,http://m.yelp.com/biz/sutter-pub-san-francisco,4154005840,1-415-400-5840,700 Sutter St,700 Sutter St,37.788844,-122.411882,163,Gastropubs,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media3.fl.yelpcdn.com/photo/PX8e6bergCFAPiNTfDyjFg/ms.jpg
pho-vietnam-san-francisco,Pho Vietnam,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/I5D9vH_qXlx7BeRR8sSS_Q/ms.jpg,http://www.yelp.com/biz/pho-vietnam-san-francisco,http://m.yelp.com/biz/pho-vietnam-san-francisco,4159211901,1-415-921-1901,1406 Polk St,1406 Polk St,37.789828,-122.420422,346,Vietnamese,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media2.fl.yelpcdn.com/photo/zjlo4UHQD2w3s0LUUed6kQ/ms.jpg
shalimar-resturant-san-francisco,Shalimar Resturant,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/7BUfg2KZlTckZOLAfgXlWQ/ms.jpg,http://www.yelp.com/biz/shalimar-resturant-san-francisco,http://m.yelp.com/biz/shalimar-resturant-san-francisco,4157764642,1-415-776-4642,1409 Polk St,1409 Polk St,37.78973,-122.42078,525,Indian,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media2.fl.yelpcdn.com/photo/53AU0m4lg3ugnUaPXTKtHQ/ms.jpg
cooks-and-company-san-francisco-2,Cook's & Company,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/0sDzOpn-qulHoV1sRJuqkg/ms.jpg,http://www.yelp.com/biz/cooks-and-company-san-francisco-2,http://m.yelp.com/biz/cooks-and-company-san-francisco-2,4156734137,1-415-673-4137,Fort Mason Center,Fort Mason Center,37.80534223,-122.4333143,20,Sandwiches,4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media2.fl.yelpcdn.com/photo/nyTRiCU9cYET-HDDQ_V5xQ/ms.jpg
an-japanese-restaurant-san-francisco-2,An Japanese Restaurant,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/-0_fjibx4FPAlR9mnAOnKg/ms.jpg,http://www.yelp.com/biz/an-japanese-restaurant-san-francisco-2,http://m.yelp.com/biz/an-japanese-restaurant-san-francisco-2,4152924886,1-415-292-4886,22 Peace Plz,22 Peace Plz,37.785514,-122.429156,13,Sushi Bars,4.5,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,http://s3-media2.fl.yelpcdn.com/photo/NIecF8lOxf2XWhAmHhh9rQ/ms.jpg
aurea-san-francisco,Aurea,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/pLLwAO6xwBLO6RAFju2GNQ/ms.jpg,http://www.yelp.com/biz/aurea-san-francisco,http://m.yelp.com/biz/aurea-san-francisco,4157324004,1-415-732-4004,"The Stanford Court', u'905 California St",The Stanford Court,37.791897,-122.409596,28,American (New),3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media2.fl.yelpcdn.com/photo/FMJZv6dC_CpyB8YpdENYJg/ms.jpg
swiss-louis-san-francisco-3,Swiss Louis,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/6h48nSI6f0bU7dC6WbT2Wg/ms.jpg,http://www.yelp.com/biz/swiss-louis-san-francisco-3,http://m.yelp.com/biz/swiss-louis-san-francisco-3,4154212913,1-415-421-2913,"Pier 39', u'Ste 160",Pier 39,37.80866507,-122.4098182,258,Italian,3,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,http://s3-media1.fl.yelpcdn.com/photo/QGD26N4opKM2FojhI50HSA/ms.jpg
ti-piacera-san-francisco-4,Ti Piacera,FALSE,http://s3-media2.fl.yelpcdn.com/bphoto/PsOmM9_q_7mRlR6n8CdQBg/ms.jpg,http://www.yelp.com/biz/ti-piacera-san-francisco-4,http://m.yelp.com/biz/ti-piacera-san-francisco-4,4157719946,1-415-771-9946,1507 Polk St,1507 Polk St,37.7907291,-122.4208785,267,Italian,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media4.fl.yelpcdn.com/photo/UYT-UJJ3dNP1NXYpoMCDJA/ms.jpg
louies-dim-sum-san-francisco-2,Louie's Dim Sum,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/cv7fmnpcKXCIcgIDxssRzg/ms.jpg,http://www.yelp.com/biz/louies-dim-sum-san-francisco-2,http://m.yelp.com/biz/louies-dim-sum-san-francisco-2,4159898380,1-415-989-8380,1242 Stockton St,1242 Stockton St,37.7972899,-122.40832,59,Dim Sum,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media1.fl.yelpcdn.com/photo/nlWgdGJbqjPoRDHbm558mw/ms.jpg
stock-in-trade-san-francisco,Stock In Trade,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/vhLueNY-aRzFLHBo0rwQdA/ms.jpg,http://www.yelp.com/biz/stock-in-trade-san-francisco,http://m.yelp.com/biz/stock-in-trade-san-francisco,4158293000,1-415-829-3000,2036 Lombard St,2036 Lombard St,37.800201,-122.435562,240,Gastropubs,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media1.fl.yelpcdn.com/photo/mZOfOgbh61xhF5BHlZVxcA/ms.jpg
state-bird-provisions-san-francisco,State Bird Provisions,FALSE,http://s3-media2.fl.yelpcdn.com/bphoto/gm4-bN2OvSywW2sT60Msiw/ms.jpg,http://www.yelp.com/biz/state-bird-provisions-san-francisco,http://m.yelp.com/biz/state-bird-provisions-san-francisco,4157951272,1-415-795-1272,1529 Fillmore St,1529 Fillmore St,37.78374,-122.433005,1526,Tapas/Small Plates,4.5,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,http://s3-media2.fl.yelpcdn.com/photo/Ha6ov6J1K61B_fk7O6pTsA/ms.jpg
izakaya-ninja-san-francisco,Izakaya Ninja,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/y2aH5Oprja4dfaREuw8ZKw/ms.jpg,http://www.yelp.com/biz/izakaya-ninja-san-francisco,http://m.yelp.com/biz/izakaya-ninja-san-francisco,4159231141,1-415-923-1141,900 Bush St,900 Bush St,37.78991424,-122.4123254,124,Sushi Bars,3,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,http://s3-media3.fl.yelpcdn.com/photo/MPzfbUOcXmPFtrIIjvk1LA/ms.jpg
subculture-dining-san-francisco,SubCulture Dining,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/MOjzGSofjOESSPsdxb7y3A/ms.jpg,http://www.yelp.com/biz/subculture-dining-san-francisco,http://m.yelp.com/biz/subculture-dining-san-francisco,4158168787,1-415-816-8787,,Financial District,37.79677,-122.3987,27,American (New),4.5,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,http://s3-media2.fl.yelpcdn.com/photo/gXRG0ShTyxon8rDcLaUsww/ms.jpg
ithai-san-francisco,iThai,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/SsBPr_KoaOGLJUFk1F20WQ/ms.jpg,http://www.yelp.com/biz/ithai-san-francisco,http://m.yelp.com/biz/ithai-san-francisco,4153459999,1-415-345-9999,720 Post St,720 Post St,37.78767072,-122.4137878,221,Thai,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media3.fl.yelpcdn.com/photo/06ZW7B7WHdz_AvwxbsuUAA/ms.jpg
plutos-san-francisco-6,Pluto's,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/3r8TYGiyPQ1dau44xMx9bw/ms.jpg,http://www.yelp.com/biz/plutos-san-francisco-6,http://m.yelp.com/biz/plutos-san-francisco-6,4157758867,1-415-775-8867,3258 Scott St,3258 Scott St,37.80003,-122.44083,590,American (New),4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media4.fl.yelpcdn.com/photo/VRftt_mf4Jhq_T9UDUaqWA/ms.jpg
le-petit-cafe-san-francisco,Le Petit Cafe,FALSE,http://s3-media2.fl.yelpcdn.com/bphoto/JLYTq4cuCHK5iql3idR3fA/ms.jpg,http://www.yelp.com/biz/le-petit-cafe-san-francisco,http://m.yelp.com/biz/le-petit-cafe-san-francisco,4159518514,1-415-951-8514,1 Maritime Plaza,1 Maritime Plaza,37.7953147,-122.398989,18,Caterers,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media1.fl.yelpcdn.com/photo/ixRJ1zYeqlG7iuZ9D3OOpQ/ms.jpg
caffe-union-san-francisco,Caffe Union,FALSE,http://s3-media2.fl.yelpcdn.com/bphoto/JzzbEELJ7u8YrKrUb847Xg/ms.jpg,http://www.yelp.com/biz/caffe-union-san-francisco,http://m.yelp.com/biz/caffe-union-san-francisco,4156734119,1-415-673-4119,1830 Union St,1830 Union St,37.79798,-122.42952,151,Cafes,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media1.fl.yelpcdn.com/photo/tiasNMNOWtJJavOJM7jn-w/ms.jpg
duk-hing-chinese-deli-and-meat-san-francisco,Duk Hing Chinese Deli & Meat,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/32nVEE3WEmSgzEqKFxfstA/ms.jpg,http://www.yelp.com/biz/duk-hing-chinese-deli-and-meat-san-francisco,http://m.yelp.com/biz/duk-hing-chinese-deli-and-meat-san-francisco,4159518625,1-415-951-8625,1151 Stockton St,1151 Stockton St,37.7964516,-122.4085464,9,Delis,4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media1.fl.yelpcdn.com/photo/Ls_7KGaShoY9OH6i5rHCgQ/ms.jpg
sabella-and-la-torre-san-francisco,Sabella & La Torre,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/6CdYKklg-c-Z15oyUWTcUw/ms.jpg,http://www.yelp.com/biz/sabella-and-la-torre-san-francisco,http://m.yelp.com/biz/sabella-and-la-torre-san-francisco,4156732824,1-415-673-2824,2809 Taylor St,2809 Taylor St,37.80834384,-122.4158666,512,Seafood,3,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,http://s3-media2.fl.yelpcdn.com/photo/DBJAXX3nmVAcUH3QTpR8Fw/ms.jpg
pizzeria-delfina-san-francisco-3,Pizzeria Delfina,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/zdXdoNfMdyE7TtJ4vwYs6w/ms.jpg,http://www.yelp.com/biz/pizzeria-delfina-san-francisco-3,http://m.yelp.com/biz/pizzeria-delfina-san-francisco-3,4154401189,1-415-440-1189,2406 California St,2406 California St,37.7890022,-122.4343326,1214,Pizza,4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media3.fl.yelpcdn.com/photo/MT6xA-mZnrjmIyGBGT73xg/ms.jpg
earlybird-san-francisco,earlybird,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/ktTpBf-njcLyosqRe0NMxA/ms.jpg,http://www.yelp.com/biz/earlybird-san-francisco,http://m.yelp.com/biz/earlybird-san-francisco,5105417722,1-510-541-7722,151 Union St,151 Union St,37.8011208,-122.4018936,5,Sandwiches,3,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,http://s3-media2.fl.yelpcdn.com/photo/DlRWFRnMqJVFUnocOsiA8A/ms.jpg
chung-chou-city-san-francisco-2,Chung Chou City,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/E3vxUEni-RQf_e9ohV7I8w/ms.jpg,http://www.yelp.com/biz/chung-chou-city-san-francisco-2,http://m.yelp.com/biz/chung-chou-city-san-francisco-2,4159862288,1-415-986-2288,900 Stockton St,900 Stockton St,37.79421262,-122.4078219,3,Chinese,4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media2.fl.yelpcdn.com/photo/p9oJ8JhIVPchgiC8QfSLAQ/ms.jpg
rock-japanese-cuisine-san-francisco-3,Rock Japanese Cuisine,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/S3nJRzWFYrpP2ncIiqdKWQ/ms.jpg,http://www.yelp.com/biz/rock-japanese-cuisine-san-francisco-3,http://m.yelp.com/biz/rock-japanese-cuisine-san-francisco-3,4153990882,1-415-399-0882,614 Pine St,614 Pine St,37.7915688,-122.4059601,387,Sushi Bars,3,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,http://s3-media3.fl.yelpcdn.com/photo/rFgiZdFezgS22qNCKYjEsA/ms.jpg
roses-cafe-san-francisco,Rose's Cafe,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/zoDQy7BGKdZ3M3_ejEUYaw/ms.jpg,http://www.yelp.com/biz/roses-cafe-san-francisco,http://m.yelp.com/biz/roses-cafe-san-francisco,4157752200,1-415-775-2200,2298 Union St,2298 Union St,37.79707,-122.43699,737,Italian,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media1.fl.yelpcdn.com/photo/nWFxfszLu6DuTV1NAgEnsg/ms.jpg
cafe-pellegrini-san-francisco,Cafe Pellegrini,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/Ee9Rt_8T4ZDCcevTiiztAw/ms.jpg,http://www.yelp.com/biz/cafe-pellegrini-san-francisco,http://m.yelp.com/biz/cafe-pellegrini-san-francisco,4153977355,1-415-397-7355,659 Columbus Ave,659 Columbus Ave,37.8008156,-122.411171,16,Food Stands,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media3.fl.yelpcdn.com/photo/ziAvX3Kx0EWtvdC8N_XxGQ/ms.jpg
caffe-cento-san-francisco,Caffe Cento,FALSE,http://s3-media2.fl.yelpcdn.com/bphoto/5ZBEATeTTuoVh49wQhH_vA/ms.jpg,http://www.yelp.com/biz/caffe-cento-san-francisco,http://m.yelp.com/biz/caffe-cento-san-francisco,4157725032,1-415-772-5032,801 Powell St,801 Powell St,37.7921448,-122.4093552,73,Coffee & Tea,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media2.fl.yelpcdn.com/photo/sq8rDU9bCDAki8iCzEDPOQ/ms.jpg
cesarios-san-francisco,Cesario's,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/NXEkbuifeA5V_mMBUneBJg/ms.jpg,http://www.yelp.com/biz/cesarios-san-francisco,http://m.yelp.com/biz/cesarios-san-francisco,4154419898,1-415-441-9898,601 Sutter St,601 Sutter St,37.78869,-122.41048,165,Italian,3,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/e8b5b79d37ed/ico/stars/v1/stars_large_3.png,http://s3-media1.fl.yelpcdn.com/photo/QGD26N4opKM2FojhI50HSA/ms.jpg
pasilla-mexican-grill-san-francisco,Pasilla Mexican Grill,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/1auQowgsGEjxdLvJyhGfvQ/ms.jpg,http://www.yelp.com/biz/pasilla-mexican-grill-san-francisco,http://m.yelp.com/biz/pasilla-mexican-grill-san-francisco,4159898077,1-415-989-8077,359 Kearny St,359 Kearny St,37.79139161,-122.4042077,206,Mexican,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media4.fl.yelpcdn.com/photo/N7bNvpu9IRx_3q8sFoSWyA/ms.jpg
waraku-san-francisco-2,Waraku,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/ce5LUutKwDqwLnMUhT0X0w/ms.jpg,http://www.yelp.com/biz/waraku-san-francisco-2,http://m.yelp.com/biz/waraku-san-francisco-2,4152923388,1-415-292-3388,1638 Post St,1638 Post St,37.78576031,-122.4287713,511,Tapas/Small Plates,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media2.fl.yelpcdn.com/photo/xkq_U-HiJ3tsFTQoOoODmw/ms.jpg
golden-horse-restaurant-san-francisco,Golden Horse Restaurant,FALSE,http://s3-media3.fl.yelpcdn.com/bphoto/_y3fW8jN1MRDHwKfqygLrw/ms.jpg,http://www.yelp.com/biz/golden-horse-restaurant-san-francisco,http://m.yelp.com/biz/golden-horse-restaurant-san-francisco,4154418889,1-415-441-8889,1060 Hyde St,1060 Hyde St,37.7908287,-122.417099,139,Chinese,3.5,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,http://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,http://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,http://s3-media4.fl.yelpcdn.com/photo/q7ZZhSVOaw5S4ekeftqLLw/ms.jpg
marina-submarine-san-francisco,Marina Submarine,FALSE,http://s3-media4.fl.yelpcdn.com/bphoto/VQv5Fz3gMjhjeEkhu8Cp0Q/ms.jpg,http://www.yelp.com/biz/marina-submarine-san-francisco,http://m.yelp.com/biz/marina-submarine-san-francisco,4159213990,1-415-921-3990,2299 Union St,2299 Union St,37.79678,-122.43683,307,Delis,4,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,http://s3-media3.fl.yelpcdn.com/photo/Ed479bXo-xaWwhU6YgroEw/ms.jpg
scotland-yard-san-francisco,Scotland Yard,FALSE,http://s3-media1.fl.yelpcdn.com/bphoto/gZOqf24FQu-MPY4XGJ4x6A/ms.jpg,http://www.yelp.com/biz/scotland-yard-san-francisco,http://m.yelp.com/biz/scotland-yard-san-francisco,4158726853,1-415-872-6853,3232 Scott St,3232 Scott St,37.7997005,-122.440919,53,Wine Bars,4.5,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,http://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,http://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,http://s3-media1.fl.yelpcdn.com/photo/__ahd9kXzxQN7a8sXQBRKA/ms.jpg
